Відділ,Номер угоди,Лінійка продукту,Стать,Вік,Ціна,Кількість,Податок 6%,Сезон,Загальна сума,Дата,Час,Тип оплати
A,372-25-3104,Солодощі,Жінка,30,396.54,4,23.79,Весна,459.98,2023-03-19,19:33:08,Електронний гаманець
A,926-55-9813,Молочні продукти,Жінка,22,179.97,8,10.8,Весна,208.77,2023-01-18,15:40:45,Готівкою
A,184-48-3851,М'ясні продукти,Жінка,87,861.4,5,51.68,Весна,999.22,2023-02-06,14:48:13,Готівкою
B,664-81-5541,Алкоголь,Чоловік,23,1388.04,4,83.28,Весна,1610.12,2023-01-13,13:56:04,Оплата карткою
A,494-20-9079,Фрукти та овочі,Жінка,10,112.27,9,6.74,Весна,130.24,2023-03-29,15:36:25,Готівкою
B,998-48-8324,Солодкі напої,Чоловік,37,72.01,4,4.32,Весна,83.53,2023-01-21,22:58:57,Оплата карткою
B,439-46-2134,Солодкі напої,Чоловік,33,109.77,4,6.59,Весна,127.34,2023-01-09,09:06:41,Готівкою
A,253-61-4078,М'ясні продукти,Чоловік,60,461.91,7,27.71,Весна,535.81,2023-03-22,20:06:10,Електронний гаманець
C,776-13-1304,Косметика,Жінка,28,1590.23,5,95.41,Весна,1844.66,2023-03-24,12:43:39,Готівкою
B,432-16-4069,Алкоголь,Жінка,36,1007.37,1,60.44,Весна,1168.55,2023-02-23,14:35:36,Готівкою
A,667-90-9452,М'ясні продукти,Чоловік,62,614.74,8,36.88,Весна,713.09,2023-02-04,22:53:41,Готівкою
C,297-27-4770,Косметика,Жінка,29,2917.35,7,175.04,Весна,3384.12,2023-01-26,18:04:13,Електронний гаманець
B,118-90-3996,Солодкі напої,Жінка,18,11.38,1,0.68,Весна,13.2,2023-02-24,21:33:54,Готівкою
A,168-32-6365,Солодощі,Жінка,80,894.9,9,53.69,Весна,1038.08,2023-01-27,15:07:43,Готівкою
C,977-19-2994,Косметика,Жінка,18,537.75,5,32.27,Весна,623.79,2023-03-01,16:34:30,Електронний гаманець
A,119-83-6497,Солодощі,Жінка,15,351.13,8,21.07,Весна,407.31,2023-01-13,16:23:04,Готівкою
C,202-75-2430,Інструменти,Чоловік,40,71.91,1,4.31,Весна,83.41,2023-02-14,16:51:43,Готівкою
A,974-97-3590,Фрукти та овочі,Жінка,58,9.43,1,0.57,Весна,10.94,2023-03-07,21:24:41,Електронний гаманець
A,360-71-1512,Солодощі,Жінка,27,541.38,5,32.48,Весна,628.0,2023-02-17,22:49:21,Готівкою
B,795-55-3474,Солодкі напої,Чоловік,19,72.98,2,4.38,Весна,84.66,2023-03-17,16:00:04,Електронний гаманець
B,895-45-7003,Солодкі напої,Жінка,39,184.78,10,11.09,Весна,214.35,2023-01-15,16:34:35,Електронний гаманець
B,490-12-2329,Солодкі напої,Чоловік,32,145.33,10,8.72,Весна,168.58,2023-02-25,13:17:43,Електронний гаманець
B,300-79-6043,Алкоголь,Чоловік,57,236.72,4,14.2,Весна,274.59,2023-01-23,18:29:13,Оплата карткою
C,670-69-5211,Косметика,Жінка,30,1092.82,8,65.57,Весна,1267.67,2023-03-27,17:38:33,Електронний гаманець
A,223-85-7464,Фрукти та овочі,Жінка,37,67.16,7,4.03,Весна,77.91,2023-02-02,22:38:00,Готівкою
C,752-51-1941,Косметика,Жінка,69,2113.17,6,126.79,Весна,2451.28,2023-01-25,14:15:04,Електронний гаманець
B,661-22-8893,Алкоголь,Чоловік,30,1295.22,6,77.71,Весна,1502.45,2023-03-30,19:58:25,Електронний гаманець
A,827-28-6793,М'ясні продукти,Жінка,71,1168.3,9,70.1,Весна,1355.23,2023-03-16,10:45:14,Готівкою
A,354-56-5755,М'ясні продукти,Жінка,61,480.78,9,28.85,Весна,557.71,2023-02-10,09:59:31,Готівкою
C,287-42-4704,Інструменти,Чоловік,41,377.01,6,22.62,Весна,437.33,2023-02-28,15:49:10,Оплата карткою
C,220-69-5309,Інструменти,Чоловік,16,261.78,3,15.71,Весна,303.67,2023-02-12,18:49:50,Оплата карткою
C,747-24-6542,Інструменти,Жінка,13,403.54,5,24.21,Весна,468.1,2023-03-19,15:46:40,Оплата карткою
A,873-35-8462,М'ясні продукти,Жінка,11,1412.74,10,84.76,Весна,1638.77,2023-02-12,09:23:11,Електронний гаманець
B,635-67-3008,Алкоголь,Жінка,33,1646.16,4,98.77,Весна,1909.55,2023-03-23,16:32:47,Готівкою
B,373-66-6838,Солодкі напої,Чоловік,15,179.5,9,10.77,Весна,208.22,2023-03-30,15:46:18,Електронний гаманець
A,477-38-9478,М'ясні продукти,Жінка,34,232.64,3,13.96,Весна,269.86,2023-01-25,22:19:44,Готівкою
A,893-75-2120,Солодощі,Чоловік,27,513.11,5,30.79,Весна,595.21,2023-02-10,08:59:38,Електронний гаманець
A,882-64-1533,М'ясні продукти,Жінка,43,426.14,4,25.57,Весна,494.32,2023-03-27,20:20:02,Готівкою
C,780-72-5692,Інструменти,Чоловік,34,2725.86,7,163.55,Весна,3162.0,2023-03-08,13:21:38,Готівкою
A,937-22-8505,М'ясні продукти,Чоловік,50,410.23,2,24.61,Весна,475.86,2023-03-29,11:36:26,Оплата карткою
C,727-18-8776,Інструменти,Чоловік,30,1364.6,5,81.88,Весна,1582.94,2023-03-20,21:48:51,Електронний гаманець
A,150-15-1663,М'ясні продукти,Жінка,50,94.35,3,5.66,Весна,109.44,2023-03-13,15:36:52,Електронний гаманець
A,330-91-7500,Молочні продукти,Жінка,31,67.7,2,4.06,Весна,78.53,2023-02-27,12:00:33,Електронний гаманець
B,524-20-8256,Солодкі напої,Чоловік,29,199.88,6,11.99,Весна,231.86,2023-02-05,13:35:30,Готівкою
A,353-40-1939,Солодощі,Жінка,33,443.62,2,26.62,Весна,514.6,2023-02-25,22:31:36,Електронний гаманець
A,592-48-6425,Молочні продукти,Жінка,51,168.27,6,10.1,Весна,195.2,2023-03-02,21:05:34,Готівкою
B,265-79-7546,Солодкі напої,Чоловік,17,156.09,4,9.37,Весна,181.07,2023-03-05,18:08:58,Готівкою
A,735-14-2108,Фрукти та овочі,Чоловік,59,14.5,2,0.87,Весна,16.82,2023-01-29,13:33:40,Оплата карткою
C,316-33-4442,Косметика,Жінка,29,52.76,1,3.17,Весна,61.21,2023-01-08,12:14:32,Готівкою
B,120-58-8075,Алкоголь,Жінка,32,1039.19,3,62.35,Весна,1205.46,2023-03-03,14:13:54,Електронний гаманець
B,760-58-3856,Алкоголь,Чоловік,56,1289.45,8,77.37,Весна,1495.77,2023-01-30,12:28:06,Оплата карткою
B,880-89-4338,Алкоголь,Жінка,90,375.17,2,22.51,Весна,435.2,2023-01-02,13:43:35,Електронний гаманець
A,928-69-1800,М'ясні продукти,Жінка,31,1203.31,7,72.2,Весна,1395.84,2023-02-21,12:12:46,Оплата карткою
B,455-51-5095,Солодкі напої,Чоловік,61,28.31,2,1.7,Весна,32.84,2023-01-14,15:58:07,Готівкою
A,973-10-9813,М'ясні продукти,Жінка,86,554.5,3,33.27,Весна,643.22,2023-01-30,13:28:36,Електронний гаманець
B,930-64-6160,Алкоголь,Чоловік,36,1490.01,8,89.4,Весна,1728.41,2023-02-25,20:32:19,Оплата карткою
A,866-74-7143,Молочні продукти,Жінка,19,168.6,5,10.12,Весна,195.58,2023-01-21,14:21:58,Готівкою
A,876-87-6854,Молочні продукти,Чоловік,39,348.99,9,20.94,Весна,404.83,2023-03-17,22:12:24,Електронний гаманець
C,972-92-9192,Інструменти,Чоловік,20,5391.21,8,323.47,Весна,6253.8,2023-02-19,20:12:36,Електронний гаманець
C,412-17-2608,Інструменти,Чоловік,35,1696.36,8,101.78,Весна,1967.78,2023-02-13,13:32:06,Оплата карткою
A,878-75-1943,Молочні продукти,Жінка,24,105.02,4,6.3,Весна,121.82,2023-03-26,11:00:20,Електронний гаманець
B,153-80-6351,Алкоголь,Чоловік,48,59.04,1,3.54,Весна,68.48,2023-01-27,19:07:07,Оплата карткою
B,523-96-6785,Алкоголь,Чоловік,30,1485.3,5,89.12,Весна,1722.95,2023-01-30,13:32:20,Електронний гаманець
A,252-36-6192,М'ясні продукти,Жінка,46,42.85,1,2.57,Весна,49.7,2023-01-07,19:50:40,Оплата карткою
C,860-97-2091,Косметика,Чоловік,18,31.95,1,1.92,Весна,37.06,2023-03-27,17:26:18,Оплата карткою
B,199-44-8932,Солодкі напої,Жінка,24,129.71,8,7.78,Весна,150.46,2023-02-24,20:07:49,Готівкою
C,893-14-6688,Інструменти,Чоловік,38,104.87,2,6.29,Весна,121.65,2023-02-20,19:34:53,Оплата карткою
C,828-33-4542,Косметика,Жінка,75,843.63,8,50.62,Весна,978.61,2023-02-05,16:22:10,Готівкою
A,609-93-6224,Фрукти та овочі,Жінка,23,111.91,7,6.71,Весна,129.81,2023-02-02,13:04:09,Готівкою
B,998-89-9793,Солодкі напої,Жінка,29,269.44,10,16.17,Весна,312.55,2023-01-22,18:02:11,Електронний гаманець
C,227-47-4763,Косметика,Жінка,26,881.74,2,52.9,Весна,1022.81,2023-03-24,08:21:56,Оплата карткою
C,166-61-3052,Косметика,Жінка,23,350.07,3,21.0,Весна,406.08,2023-03-26,17:11:52,Оплата карткою
B,252-86-3494,Алкоголь,Чоловік,29,1000.81,1,60.05,Весна,1160.94,2023-01-20,19:42:39,Оплата карткою
A,266-58-2167,Фрукти та овочі,Чоловік,53,50.02,4,3.0,Весна,58.02,2023-02-14,12:14:02,Оплата карткою
A,461-85-6205,Молочні продукти,Жінка,90,182.6,6,10.96,Весна,211.82,2023-01-22,11:24:58,Готівкою
B,697-67-5280,Солодкі напої,Чоловік,13,197.4,9,11.84,Весна,228.98,2023-01-27,14:02:41,Електронний гаманець
B,522-78-6477,Алкоголь,Жінка,22,66.24,2,3.97,Весна,76.83,2023-03-03,15:47:23,Готівкою
C,623-41-9567,Інструменти,Чоловік,36,190.23,3,11.41,Весна,220.66,2023-03-10,15:20:55,Електронний гаманець
B,820-43-3200,Алкоголь,Чоловік,38,1279.98,6,76.8,Весна,1484.78,2023-03-01,17:17:23,Оплата карткою
A,951-60-2994,Молочні продукти,Жінка,57,86.3,4,5.18,Весна,100.11,2023-03-01,21:42:13,Електронний гаманець
B,406-14-2898,Алкоголь,Чоловік,37,1309.86,2,78.59,Весна,1519.44,2023-02-21,19:01:00,Електронний гаманець
B,699-55-7874,Солодкі напої,Чоловік,34,46.08,4,2.76,Весна,53.45,2023-01-02,21:19:31,Оплата карткою
C,961-14-9021,Косметика,Чоловік,25,1407.54,5,84.45,Весна,1632.74,2023-01-02,18:20:50,Оплата карткою
A,422-11-8227,М'ясні продукти,Жінка,28,402.98,3,24.18,Весна,467.46,2023-03-24,12:59:44,Готівкою
B,151-51-4807,Солодкі напої,Чоловік,25,188.85,10,11.33,Весна,219.06,2023-03-18,15:36:34,Оплата карткою
B,430-59-9588,Алкоголь,Чоловік,85,474.19,4,28.45,Весна,550.06,2023-01-21,08:59:30,Готівкою
B,103-92-1567,Алкоголь,Жінка,65,813.73,7,48.82,Весна,943.92,2023-03-06,17:31:16,Готівкою
A,465-11-3380,М'ясні продукти,Чоловік,62,1243.99,9,74.64,Весна,1443.03,2023-01-01,13:01:11,Готівкою
A,437-19-1707,Солодощі,Чоловік,28,215.41,3,12.92,Весна,249.87,2023-03-17,20:54:40,Готівкою
A,208-49-9096,Солодощі,Чоловік,25,979.99,6,58.8,Весна,1136.79,2023-03-17,21:25:32,Оплата карткою
C,715-83-7057,Інструменти,Чоловік,16,2229.69,8,133.78,Весна,2586.44,2023-03-15,21:49:24,Електронний гаманець
A,708-51-3964,М'ясні продукти,Чоловік,19,1073.15,10,64.39,Весна,1244.86,2023-01-17,21:14:32,Електронний гаманець
C,533-44-3781,Косметика,Жінка,11,350.56,7,21.03,Весна,406.65,2023-01-02,14:49:49,Оплата карткою
A,287-80-8828,Солодощі,Чоловік,43,15.7,1,0.94,Весна,18.21,2023-03-08,18:56:50,Готівкою
B,509-67-1608,Алкоголь,Жінка,28,1155.4,8,69.32,Весна,1340.26,2023-01-28,12:57:51,Електронний гаманець
A,854-56-8299,Фрукти та овочі,Чоловік,24,131.7,8,7.9,Весна,152.77,2023-02-06,20:04:08,Оплата карткою
B,867-58-2821,Солодкі напої,Чоловік,27,64.71,5,3.88,Весна,75.06,2023-02-06,19:22:08,Готівкою
A,620-43-3584,Молочні продукти,Жінка,31,37.54,2,2.25,Весна,43.54,2023-02-19,13:17:04,Електронний гаманець
B,909-77-8087,Алкоголь,Жінка,53,2523.26,7,151.4,Весна,2926.99,2023-01-03,09:53:09,Електронний гаманець
A,772-51-9057,Фрукти та овочі,Чоловік,32,96.77,2,5.81,Весна,112.26,2023-02-03,21:37:21,Електронний гаманець
C,639-87-8130,Косметика,Жінка,11,140.56,3,8.43,Весна,163.05,2023-03-20,09:01:52,Електронний гаманець
C,583-76-6505,Косметика,Чоловік,29,68.6,2,4.12,Весна,79.58,2023-03-19,09:06:21,Готівкою
A,722-34-5756,Молочні продукти,Жінка,16,275.98,8,16.56,Весна,320.14,2023-02-28,13:19:09,Оплата карткою
B,549-34-8564,Алкоголь,Жінка,47,1831.93,4,109.92,Весна,2125.04,2023-01-11,15:09:41,Електронний гаманець
A,838-29-1183,Фрукти та овочі,Чоловік,59,133.39,9,8.0,Весна,154.73,2023-02-13,14:53:57,Електронний гаманець
A,333-34-1044,М'ясні продукти,Жінка,24,601.47,9,36.09,Весна,697.71,2023-03-16,21:06:23,Оплата карткою
A,135-96-7752,Фрукти та овочі,Чоловік,32,231.96,8,13.92,Весна,269.08,2023-03-30,13:34:35,Електронний гаманець
C,190-65-1046,Косметика,Жінка,33,1422.51,5,85.35,Весна,1650.11,2023-02-02,20:13:02,Оплата карткою
B,831-15-3897,Солодкі напої,Чоловік,39,112.68,5,6.76,Весна,130.71,2023-01-12,16:26:23,Готівкою
C,638-28-4398,Інструменти,Жінка,75,2626.05,8,157.56,Весна,3046.22,2023-03-08,20:36:27,Готівкою
C,175-74-7808,Косметика,Жінка,73,608.98,9,36.54,Весна,706.42,2023-02-19,08:49:14,Готівкою
